date,channelGrouping,sessions
2014-06-06,Organic Search,77
2014-06-06,Paid Search,8
2014-06-06,Referral,10
2014-06-06,Social,32
2014-06-07,Direct,22
2014-06-07,Display,12
2014-06-07,Organic Search,43
2014-06-07,Paid Search,4
2014-06-07,Referral,4
2014-06-07,Social,11
2014-06-08,(Other),1
2014-06-08,Direct,13
2014-06-08,Display,26
2014-06-08,Organic Search,18
2014-06-08,Paid Search,4
2014-06-08,Referral,13
2014-06-08,Social,8
2014-06-09,(Other),1
2014-06-09,Direct,27
2014-06-09,Display,39
2014-06-09,Organic Search,91
2014-06-09,Paid Search,9
2014-06-09,Referral,13
2014-06-09,Social,15
2014-06-10,Direct,24
2014-06-10,Display,32
2014-06-10,Organic Search,104
2014-06-10,Paid Search,15
2014-06-10,Referral,15
2014-06-10,Social,7
2014-06-11,(Other),4
2014-06-11,Direct,24
2014-06-11,Display,48
2014-06-11,Organic Search,74
2014-06-11,Paid Search,10
2014-06-11,Referral,13
2014-06-11,Social,5
2014-06-12,Direct,28
2014-06-12,Display,31
2014-06-12,Organic Search,80
2014-06-12,Paid Search,5
2014-06-12,Referral,16
2014-06-12,Social,4
2014-06-13,(Other),2
2014-06-13,Direct,27
2014-06-13,Display,16
2014-06-13,Organic Search,62
2014-06-13,Paid Search,4
2014-06-13,Referral,8
2014-06-13,Social,6
2014-06-14,Direct,14
2014-06-14,Display,13
2014-06-14,Organic Search,35
2014-06-14,Paid Search,2
2014-06-14,Referral,5
2014-06-14,Social,2
2014-06-15,Direct,14
2014-06-15,Display,11
2014-06-15,Organic Search,30
2014-06-15,Paid Search,3
2014-06-15,Referral,3
2014-06-15,Social,3
2014-06-16,Direct,29
2014-06-16,Display,20
2014-06-16,Email,1
2014-06-16,Organic Search,81
2014-06-16,Paid Search,8
2014-06-16,Referral,19
2014-06-16,Social,10
2014-06-17,(Other),1
2014-06-17,Direct,31
2014-06-17,Display,37
2014-06-17,Organic Search,101
2014-06-17,Paid Search,13
2014-06-17,Referral,21
2014-06-17,Social,4
2014-06-18,Direct,25
2014-06-18,Display,33
2014-06-18,Organic Search,61
2014-06-18,Paid Search,18
2014-06-18,Referral,15
2014-06-18,Social,2
2014-06-19,(Other),2
2014-06-19,Direct,23
2014-06-19,Display,23
2014-06-19,Organic Search,54
2014-06-19,Paid Search,1
2014-06-19,Referral,12
2014-06-19,Social,5
2014-06-20,(Other),1
2014-06-20,Direct,31
2014-06-20,Display,21
2014-06-20,Organic Search,74
2014-06-20,Paid Search,6
2014-06-20,Referral,9
2014-06-20,Social,1
2014-06-21,(Other),1
2014-06-21,Direct,13
2014-06-21,Display,11
2014-06-21,Organic Search,29
2014-06-21,Paid Search,6
2014-06-21,Referral,3
2014-06-21,Social,1
2014-06-22,Direct,14
2014-06-22,Display,8
2014-06-22,Organic Search,34
2014-06-22,Paid Search,1
2014-06-22,Referral,4
2014-06-22,Social,1
2014-06-23,Direct,29
2014-06-23,Display,22
2014-06-23,Organic Search,85
2014-06-23,Paid Search,11
2014-06-23,Referral,18
2014-06-23,Social,2
2014-06-24,Direct,31
2014-06-24,Display,27
2014-06-24,Organic Search,67
2014-06-24,Paid Search,8
2014-06-24,Referral,17
2014-06-24,Social,1
2014-06-25,(Other),1
2014-06-25,Direct,18
2014-06-25,Display,15
2014-06-25,Organic Search,76
2014-06-25,Paid Search,13
2014-06-25,Referral,21
2014-06-25,Social,33
2014-06-26,Direct,31
2014-06-26,Display,34
2014-06-26,Organic Search,77
2014-06-26,Paid Search,8
2014-06-26,Referral,19
2014-06-26,Social,7
2014-06-27,Direct,27
2014-06-27,Display,26
2014-06-27,Organic Search,72
2014-06-27,Paid Search,8
2014-06-27,Referral,12
2014-06-27,Social,6
2014-06-28,Direct,18
2014-06-28,Display,13
2014-06-28,Organic Search,30
2014-06-28,Paid Search,1
2014-06-28,Referral,4
2014-06-28,Social,4
2014-06-29,Direct,21
2014-06-29,Display,10
2014-06-29,Organic Search,39
2014-06-29,Paid Search,7
2014-06-29,Referral,5
2014-06-29,Social,3
2014-06-30,Direct,43
2014-06-30,Display,32
2014-06-30,Organic Search,96
2014-06-30,Paid Search,10
2014-06-30,Referral,10
2014-06-30,Social,11
2014-07-01,(Other),1
2014-07-01,Direct,33
2014-07-01,Display,36
2014-07-01,Organic Search,101
2014-07-01,Paid Search,9
2014-07-01,Referral,16
2014-07-01,Social,30
2014-07-02,Direct,30
2014-07-02,Display,44
2014-07-02,Organic Search,84
2014-07-02,Paid Search,6
2014-07-02,Referral,9
2014-07-02,Social,10
2014-07-03,(Other),1
2014-07-03,Direct,33
2014-07-03,Display,55
2014-07-03,Organic Search,93
2014-07-03,Paid Search,14
2014-07-03,Referral,13
2014-07-03,Social,8
2014-07-04,(Other),1
2014-07-04,Direct,29
2014-07-04,Display,36
2014-07-04,Organic Search,76
2014-07-04,Paid Search,11
2014-07-04,Referral,7
2014-07-04,Social,8
2014-07-05,(Other),2
2014-07-05,Direct,16
2014-07-05,Display,21
2014-07-05,Organic Search,40
2014-07-05,Paid Search,4
2014-07-05,Referral,8
2014-07-05,Social,4
2014-07-06,(Other),1
2014-07-06,Direct,16
2014-07-06,Display,26
2014-07-06,Organic Search,38
2014-07-06,Paid Search,5
2014-07-06,Referral,10
2014-07-06,Social,1
2014-07-07,(Other),1
2014-07-07,Direct,46
2014-07-07,Display,35
2014-07-07,Organic Search,105
2014-07-07,Paid Search,23
2014-07-07,Referral,27
2014-07-07,Social,15
2014-07-08,Direct,43
2014-07-08,Display,46
2014-07-08,Organic Search,93
2014-07-08,Paid Search,27
2014-07-08,Referral,18
2014-07-08,Social,6
2014-07-09,(Other),2
2014-07-09,Direct,35
2014-07-09,Display,41
2014-07-09,Organic Search,72
2014-07-09,Paid Search,13
2014-07-09,Referral,19
2014-07-09,Social,14
2014-07-10,Direct,31
2014-07-10,Display,53
2014-07-10,Organic Search,107
2014-07-10,Paid Search,12
2014-07-10,Referral,44
2014-07-10,Social,18
2014-07-11,(Other),1
2014-07-11,Direct,35
2014-07-11,Display,23
2014-07-11,Organic Search,84
2014-07-11,Paid Search,15
2014-07-11,Referral,35
2014-07-11,Social,9
2014-07-12,Direct,12
2014-07-12,Display,15
2014-07-12,Organic Search,27
2014-07-12,Paid Search,1
2014-07-12,Referral,12
2014-07-12,Social,14
2014-07-13,Direct,18
2014-07-13,Display,16
2014-07-13,Organic Search,32
2014-07-13,Paid Search,8
2014-07-13,Referral,8
2014-07-13,Social,3
2014-07-14,Direct,61
2014-07-14,Display,44
2014-07-14,Organic Search,99
2014-07-14,Paid Search,15
2014-07-14,Referral,30
2014-07-14,Social,68
2014-07-15,(Other),1
2014-07-15,Direct,48
2014-07-15,Display,45
2014-07-15,Organic Search,91
2014-07-15,Paid Search,14
2014-07-15,Referral,26
2014-07-15,Social,18
2014-07-16,(Other),2
2014-07-16,Direct,32
2014-07-16,Display,55
2014-07-16,Organic Search,81
2014-07-16,Paid Search,10
2014-07-16,Referral,24
2014-07-16,Social,38
2014-07-17,(Other),1
2014-07-17,Direct,50
2014-07-17,Display,50
2014-07-17,Organic Search,84
2014-07-17,Paid Search,13
2014-07-17,Referral,15
2014-07-17,Social,75
2014-07-18,Direct,36
2014-07-18,Display,54
2014-07-18,Organic Search,89
2014-07-18,Paid Search,10
2014-07-18,Referral,17
2014-07-18,Social,23
2014-07-19,Direct,19
2014-07-19,Display,25
2014-07-19,Organic Search,26
2014-07-19,Paid Search,2
2014-07-19,Referral,16
2014-07-19,Social,15
2014-07-20,(Other),1
2014-07-20,Direct,10
2014-07-20,Display,29
2014-07-20,Organic Search,32
2014-07-20,Paid Search,4
2014-07-20,Referral,8
2014-07-20,Social,7
2014-07-21,Direct,30
2014-07-21,Display,39
2014-07-21,Organic Search,88
2014-07-21,Paid Search,17
2014-07-21,Referral,20
2014-07-21,Social,19
2014-07-22,Direct,44
2014-07-22,Display,38
2014-07-22,Organic Search,62
2014-07-22,Paid Search,18
2014-07-22,Referral,25
2014-07-22,Social,64
2014-07-23,(Other),1
2014-07-23,Direct,41
2014-07-23,Display,54
2014-07-23,Organic Search,98
2014-07-23,Paid Search,11
2014-07-23,Referral,23
2014-07-23,Social,38
2014-07-24,(Other),1
2014-07-24,Direct,30
2014-07-24,Display,60
2014-07-24,Organic Search,80
2014-07-24,Paid Search,22
2014-07-24,Referral,23
2014-07-24,Social,22
2014-07-25,Direct,29
2014-07-25,Display,39
2014-07-25,Organic Search,56
2014-07-25,Paid Search,10
2014-07-25,Referral,25
2014-07-25,Social,12
2014-07-26,(Other),1
2014-07-26,Direct,18
2014-07-26,Display,22
2014-07-26,Organic Search,19
2014-07-26,Paid Search,7
2014-07-26,Referral,6
2014-07-26,Social,12
2014-07-27,Direct,18
2014-07-27,Display,15
2014-07-27,Organic Search,31
2014-07-27,Paid Search,5
2014-07-27,Referral,17
2014-07-27,Social,9
2014-07-28,(Other),2
2014-07-28,Direct,68
2014-07-28,Display,43
2014-07-28,Organic Search,111
2014-07-28,Paid Search,24
2014-07-28,Referral,19
2014-07-28,Social,81
2014-07-29,(Other),1
2014-07-29,Direct,31
2014-07-29,Display,34
2014-07-29,Organic Search,103
2014-07-29,Paid Search,19
2014-07-29,Referral,26
2014-07-29,Social,34
2014-07-30,Direct,43
2014-07-30,Display,36
2014-07-30,Organic Search,88
2014-07-30,Paid Search,18
2014-07-30,Referral,58
2014-07-30,Social,33
2014-07-31,Direct,32
2014-07-31,Display,37
2014-07-31,Organic Search,86
2014-07-31,Paid Search,19
2014-07-31,Referral,31
2014-07-31,Social,23
2014-08-01,Direct,25
2014-08-01,Display,50
2014-08-01,Organic Search,65
2014-08-01,Paid Search,19
2014-08-01,Referral,27
2014-08-01,Social,13
2014-08-02,Direct,18
2014-08-02,Display,16
2014-08-02,Organic Search,20
2014-08-02,Paid Search,11
2014-08-02,Referral,6
2014-08-02,Social,1
2014-08-03,Direct,26
2014-08-03,Display,22
2014-08-03,Organic Search,25
2014-08-03,Paid Search,13
2014-08-03,Referral,14
2014-08-03,Social,4
2014-08-04,(Other),1
2014-08-04,Direct,25
2014-08-04,Display,36
2014-08-04,Organic Search,54
2014-08-04,Paid Search,30
2014-08-04,Referral,35
2014-08-04,Social,6
2014-08-05,Direct,27
2014-08-05,Display,40
2014-08-05,Organic Search,68
2014-08-05,Paid Search,27
2014-08-05,Referral,20
2014-08-05,Social,9
2014-08-06,Direct,27
2014-08-06,Display,48
2014-08-06,Organic Search,51
2014-08-06,Paid Search,23
2014-08-06,Referral,13
2014-08-06,Social,15
2014-08-07,Direct,29
2014-08-07,Display,34
2014-08-07,Organic Search,53
2014-08-07,Paid Search,21
2014-08-07,Referral,25
2014-08-07,Social,9
2014-08-08,(Other),1
2014-08-08,Direct,20
2014-08-08,Display,34
2014-08-08,Organic Search,60
2014-08-08,Paid Search,30
2014-08-08,Referral,15
2014-08-08,Social,5
2014-08-09,Direct,14
2014-08-09,Display,15
2014-08-09,Organic Search,21
2014-08-09,Paid Search,14
2014-08-09,Referral,7
2014-08-09,Social,3
2014-08-10,Direct,10
2014-08-10,Display,16
2014-08-10,Organic Search,24
2014-08-10,Paid Search,18
2014-08-10,Referral,7
2014-08-10,Social,5
2014-08-11,Direct,20
2014-08-11,Display,38
2014-08-11,Organic Search,55
2014-08-11,Paid Search,21
2014-08-11,Referral,10
2014-08-11,Social,4
2014-08-12,Direct,10
2014-08-12,Display,31
2014-08-12,Organic Search,46
2014-08-12,Paid Search,33
2014-08-12,Referral,17
2014-08-12,Social,5
2014-08-13,Direct,19
2014-08-13,Display,25
2014-08-13,Organic Search,55
2014-08-13,Paid Search,26
2014-08-13,Referral,5
2014-08-13,Social,9
2014-08-14,Direct,25
2014-08-14,Display,16
2014-08-14,Organic Search,40
2014-08-14,Paid Search,13
2014-08-14,Referral,13
2014-08-14,Social,5
2014-08-15,Direct,14
2014-08-15,Display,16
2014-08-15,Organic Search,26
2014-08-15,Paid Search,11
2014-08-15,Referral,13
2014-08-15,Social,4
2014-08-16,Direct,17
2014-08-16,Display,16
2014-08-16,Organic Search,16
2014-08-16,Paid Search,13
2014-08-16,Referral,8
2014-08-16,Social,4
2014-08-17,(Other),1
2014-08-17,Direct,21
2014-08-17,Display,13
2014-08-17,Organic Search,28
2014-08-17,Paid Search,25
2014-08-17,Referral,8
2014-08-17,Social,5
2014-08-18,Direct,19
2014-08-18,Display,32
2014-08-18,Organic Search,59
2014-08-18,Paid Search,30
2014-08-18,Referral,18
2014-08-18,Social,5
2014-08-19,(Other),1
2014-08-19,Direct,25
2014-08-19,Display,44
2014-08-19,Organic Search,57
2014-08-19,Paid Search,39
2014-08-19,Referral,20
2014-08-19,Social,6
2014-08-20,Direct,33
2014-08-20,Display,53
2014-08-20,Organic Search,49
2014-08-20,Paid Search,31
2014-08-20,Referral,18
2014-08-20,Social,5
2014-08-21,(Other),1
2014-08-21,Direct,30
2014-08-21,Display,44
2014-08-21,Organic Search,72
2014-08-21,Paid Search,30
2014-08-21,Referral,16
2014-08-21,Social,8
2014-08-22,(Other),1
2014-08-22,Direct,33
2014-08-22,Display,35
2014-08-22,Organic Search,59
2014-08-22,Paid Search,27
2014-08-22,Referral,14
2014-08-22,Social,6
2014-08-23,Direct,20
2014-08-23,Display,21
2014-08-23,Organic Search,17
2014-08-23,Paid Search,10
2014-08-23,Referral,4
2014-08-23,Social,5
2014-08-24,(Other),2
2014-08-24,Direct,26
2014-08-24,Display,20
2014-08-24,Organic Search,25
2014-08-24,Paid Search,21
2014-08-24,Referral,8
2014-08-24,Social,5
2014-08-25,(Other),1
2014-08-25,Direct,30
2014-08-25,Display,29
2014-08-25,Organic Search,84
2014-08-25,Paid Search,27
2014-08-25,Referral,19
2014-08-25,Social,11
2014-08-26,Direct,41
2014-08-26,Display,57
2014-08-26,Organic Search,78
2014-08-26,Paid Search,28
2014-08-26,Referral,23
2014-08-26,Social,5
2014-08-27,Direct,33
2014-08-27,Display,44
2014-08-27,Organic Search,75
2014-08-27,Paid Search,34
2014-08-27,Referral,19
2014-08-27,Social,4
2014-08-28,(Other),2
2014-08-28,Direct,27
2014-08-28,Display,45
2014-08-28,Organic Search,73
2014-08-28,Paid Search,49
2014-08-28,Referral,26
2014-08-28,Social,6
2014-08-29,(Other),1
2014-08-29,Direct,18
2014-08-29,Display,35
2014-08-29,Organic Search,74
2014-08-29,Paid Search,27
2014-08-29,Referral,13
2014-08-29,Social,3
2014-08-30,Direct,22
2014-08-30,Display,20
2014-08-30,Organic Search,26
2014-08-30,Paid Search,17
2014-08-30,Referral,14
2014-08-30,Social,1
2014-08-31,Direct,15
2014-08-31,Display,19
2014-08-31,Organic Search,29
2014-08-31,Paid Search,24
2014-08-31,Referral,14
2014-08-31,Social,3
2014-09-01,Direct,41
2014-09-01,Display,72
2014-09-01,Organic Search,95
2014-09-01,Paid Search,50
2014-09-01,Referral,34
2014-09-01,Social,7
2014-09-02,(Other),1
2014-09-02,Direct,42
2014-09-02,Display,82
2014-09-02,Organic Search,126
2014-09-02,Paid Search,41
2014-09-02,Referral,26
2014-09-02,Social,12
2014-09-03,Direct,54
2014-09-03,Display,53
2014-09-03,Organic Search,123
2014-09-03,Paid Search,40
2014-09-03,Referral,26
2014-09-03,Social,12
2014-09-04,(Other),3
2014-09-04,Direct,38
2014-09-04,Display,43
2014-09-04,Organic Search,142
2014-09-04,Paid Search,34
2014-09-04,Referral,25
2014-09-04,Social,11
2014-09-05,Direct,38
2014-09-05,Display,31
2014-09-05,Organic Search,87
2014-09-05,Paid Search,32
2014-09-05,Referral,13
2014-09-05,Social,4
2014-09-06,Direct,17
2014-09-06,Display,16
2014-09-06,Organic Search,24
2014-09-06,Paid Search,25
2014-09-06,Referral,4
2014-09-07,(Other),1
2014-09-07,Direct,21
2014-09-07,Display,14
2014-09-07,Organic Search,48
2014-09-07,Paid Search,18
2014-09-07,Referral,16
2014-09-07,Social,7
2014-09-08,(Other),1
2014-09-08,Direct,59
2014-09-08,Display,66
2014-09-08,Organic Search,154
2014-09-08,Paid Search,47
2014-09-08,Referral,37
2014-09-08,Social,106
2014-09-09,(Other),1
2014-09-09,Direct,51
2014-09-09,Display,51
2014-09-09,Organic Search,180
2014-09-09,Paid Search,45
2014-09-09,Referral,34
2014-09-09,Social,71
2014-09-10,Direct,61
2014-09-10,Display,50
2014-09-10,Organic Search,143
2014-09-10,Paid Search,45
2014-09-10,Referral,33
2014-09-10,Social,33
2014-09-11,(Other),1
2014-09-11,Direct,61
2014-09-11,Display,50
2014-09-11,Organic Search,156
2014-09-11,Paid Search,34
2014-09-11,Referral,40
2014-09-11,Social,21
2014-09-12,Direct,59
2014-09-12,Display,50
2014-09-12,Organic Search,96
2014-09-12,Paid Search,47
2014-09-12,Referral,17
2014-09-12,Social,19
2014-09-13,Direct,21
2014-09-13,Display,30
2014-09-13,Organic Search,54
2014-09-13,Paid Search,18
2014-09-13,Referral,17
2014-09-13,Social,5
2014-09-14,(Other),1
2014-09-14,Direct,38
2014-09-14,Display,28
2014-09-14,Organic Search,44
2014-09-14,Paid Search,27
2014-09-14,Referral,31
2014-09-14,Social,9
2014-09-15,Direct,53
2014-09-15,Display,51
2014-09-15,Organic Search,145
2014-09-15,Paid Search,63
2014-09-15,Referral,52
2014-09-15,Social,44
2014-09-16,Direct,66
2014-09-16,Display,45
2014-09-16,Organic Search,139
2014-09-16,Paid Search,51
2014-09-16,Referral,39
2014-09-16,Social,71
2014-09-17,(Other),2
2014-09-17,Direct,83
2014-09-17,Display,62
2014-09-17,Organic Search,146
2014-09-17,Paid Search,39
2014-09-17,Referral,41
2014-09-17,Social,47
2014-09-18,(Other),1
2014-09-18,Direct,78
2014-09-18,Display,65
2014-09-18,Organic Search,109
2014-09-18,Paid Search,53
2014-09-18,Referral,35
2014-09-18,Social,58
2014-09-19,Direct,49
2014-09-19,Display,48
2014-09-19,Organic Search,87
2014-09-19,Paid Search,32
2014-09-19,Referral,55
2014-09-19,Social,40
2014-09-20,Direct,20
2014-09-20,Display,27
2014-09-20,Organic Search,47
2014-09-20,Paid Search,16
2014-09-20,Referral,9
2014-09-20,Social,13
2014-09-21,(Other),1
2014-09-21,Direct,33
2014-09-21,Display,29
2014-09-21,Organic Search,35
2014-09-21,Paid Search,37
2014-09-21,Referral,11
2014-09-21,Social,3
2014-09-22,(Other),1
2014-09-22,Direct,62
2014-09-22,Display,58
2014-09-22,Organic Search,121
2014-09-22,Paid Search,39
2014-09-22,Referral,51
2014-09-22,Social,36
2014-09-23,Direct,72
2014-09-23,Display,73
2014-09-23,Organic Search,120
2014-09-23,Paid Search,42
2014-09-23,Referral,31
2014-09-23,Social,36
2014-09-24,(Other),1
2014-09-24,Direct,88
2014-09-24,Display,53
2014-09-24,Organic Search,123
2014-09-24,Paid Search,42
2014-09-24,Referral,17
2014-09-24,Social,128
2014-09-25,(Other),1
2014-09-25,Direct,74
2014-09-25,Display,89
2014-09-25,Organic Search,125
2014-09-25,Paid Search,41
2014-09-25,Referral,25
2014-09-25,Social,62
2014-09-26,Direct,30
2014-09-26,Display,76
2014-09-26,Organic Search,103
2014-09-26,Paid Search,31
2014-09-26,Referral,22
2014-09-26,Social,28
2014-09-27,Direct,34
2014-09-27,Display,38
2014-09-27,Organic Search,36
2014-09-27,Paid Search,18
2014-09-27,Referral,9
2014-09-27,Social,16
2014-09-28,Direct,23
2014-09-28,Display,40
2014-09-28,Organic Search,43
2014-09-28,Paid Search,26
2014-09-28,Referral,17
2014-09-28,Social,6
2014-09-29,Direct,44
2014-09-29,Display,68
2014-09-29,Organic Search,144
2014-09-29,Paid Search,44
2014-09-29,Referral,29
2014-09-29,Social,22
2014-09-30,Direct,51
2014-09-30,Display,67
2014-09-30,Organic Search,124
2014-09-30,Paid Search,33
2014-09-30,Referral,17
2014-09-30,Social,42
2014-10-01,Direct,46
2014-10-01,Display,81
2014-10-01,Organic Search,108
2014-10-01,Paid Search,33
2014-10-01,Referral,27
2014-10-01,Social,19
2014-10-02,(Other),2
2014-10-02,Direct,52
2014-10-02,Display,59
2014-10-02,Organic Search,126
2014-10-02,Paid Search,35
2014-10-02,Referral,29
2014-10-02,Social,62
2014-10-03,Direct,35
2014-10-03,Display,48
2014-10-03,Email,9
2014-10-03,Organic Search,89
2014-10-03,Paid Search,19
2014-10-03,Referral,23
2014-10-03,Social,29
2014-10-04,Direct,17
2014-10-04,Display,37
2014-10-04,Email,3
2014-10-04,Organic Search,26
2014-10-04,Paid Search,19
2014-10-04,Referral,13
2014-10-04,Social,11
2014-10-05,(Other),1
2014-10-05,Direct,17
2014-10-05,Display,30
2014-10-05,Email,1
2014-10-05,Organic Search,54
2014-10-05,Paid Search,20
2014-10-05,Referral,16
2014-10-05,Social,15
2014-10-06,(Other),1
2014-10-06,Direct,35
2014-10-06,Display,65
2014-10-06,Email,1
2014-10-06,Organic Search,115
2014-10-06,Paid Search,43
2014-10-06,Referral,24
2014-10-06,Social,17
2014-10-07,(Other),1
2014-10-07,Direct,68
2014-10-07,Display,59
2014-10-07,Organic Search,108
2014-10-07,Paid Search,32
2014-10-07,Referral,38
2014-10-07,Social,18
2014-10-08,(Other),1
2014-10-08,Direct,49
2014-10-08,Display,64
2014-10-08,Organic Search,117
2014-10-08,Paid Search,39
2014-10-08,Referral,26
2014-10-08,Social,29
2014-10-09,Direct,61
2014-10-09,Display,101
2014-10-09,Organic Search,122
2014-10-09,Paid Search,40
2014-10-09,Referral,25
2014-10-09,Social,52
2014-10-10,(Other),1
2014-10-10,Direct,44
2014-10-10,Display,62
2014-10-10,Organic Search,107
2014-10-10,Paid Search,37
2014-10-10,Referral,20
2014-10-10,Social,28
2014-10-11,(Other),2
2014-10-11,Direct,23
2014-10-11,Display,23
2014-10-11,Organic Search,48
2014-10-11,Paid Search,14
2014-10-11,Referral,13
2014-10-11,Social,10
2014-10-12,Direct,25
2014-10-12,Display,27
2014-10-12,Organic Search,62
2014-10-12,Paid Search,22
2014-10-12,Referral,10
2014-10-12,Social,11
2014-10-13,Direct,88
2014-10-13,Display,52
2014-10-13,Email,1
2014-10-13,Organic Search,127
2014-10-13,Paid Search,43
2014-10-13,Referral,29
2014-10-13,Social,34
2014-10-14,Direct,55
2014-10-14,Display,68
2014-10-14,Email,4
2014-10-14,Organic Search,135
2014-10-14,Paid Search,46
2014-10-14,Referral,19
2014-10-14,Social,17
2014-10-15,Direct,41
2014-10-15,Display,81
2014-10-15,Email,7
2014-10-15,Organic Search,130
2014-10-15,Paid Search,53
2014-10-15,Referral,26
2014-10-15,Social,49
2014-10-16,Direct,46
2014-10-16,Display,61
2014-10-16,Email,3
2014-10-16,Organic Search,130
2014-10-16,Paid Search,49
2014-10-16,Referral,20
2014-10-16,Social,18
2014-10-17,Direct,47
2014-10-17,Display,43
2014-10-17,Organic Search,110
2014-10-17,Paid Search,35
2014-10-17,Referral,10
2014-10-17,Social,25
2014-10-18,Direct,24
2014-10-18,Display,35
2014-10-18,Organic Search,49
2014-10-18,Paid Search,26
2014-10-18,Referral,9
2014-10-18,Social,27
2014-10-19,(Other),1
2014-10-19,Direct,30
2014-10-19,Display,50
2014-10-19,Organic Search,65
2014-10-19,Paid Search,26
2014-10-19,Referral,14
